x,y,z
21.34402957973715,33.262942589008645,-0.2167752724903168
19.873055619661784,3.3270907908891143,-0.10988361107301234
38.33989419110087,9.228072869158781,0.46889781524703583
20.493352091786548,36.49480696486062,-0.23189042960446316
2.3411459420309813,8.617157796613228,0.18543360485175592
30.86407297323684,24.469620947616928,0.0701501943515718
6.34113705781556,14.197792484536247,0.13546208176746344
7.284335043699736,46.39645377997949,0.22560693420816175
16.246822368891966,49.63317105211474,-0.41345457244057
6.296077857944765,23.97676608052903,0.5226967763831774
32.14534462154826,45.84145836305078,-0.24490894056104806
33.53615247721615,31.518804968341698,0.5055221600800709
27.862151708629302,41.83935325865148,-0.5001658862006441
17.684901273114512,37.203195342250126,-0.11787038741488916
21.596436218437002,6.5049644948418415,-0.3491737805576097
20.2967726816363,20.502971246235084,-0.5145925238431748
11.221330656385097,18.169455238539413,0.14512311741974254
11.619793479045454,21.72029310806976,0.3521375416585134
12.853838152483215,8.00769445312845,0.25929822835042843
17.033484962422452,17.093586176698594,-0.41575134487479626
46.16771798279783,7.652015411235514,0.1060516881028028
20.80948626521716,23.911929096989603,-0.40703655136344785
44.97933242243799,18.219729217272228,-0.005746762491887193
44.5779713811587,24.220809863418886,0.2203663986797458
34.36172864765694,28.716227297404874,0.4982843589686395
16.66826150245017,0.5794379740634514,0.2361993232214398
6.44303344685801,41.67157162335843,0.31552212629313264
36.79001872467667,7.043470459155355,0.5180659285164094
23.61626257743848,32.77088754245294,-0.25481797428149583
44.765867410302214,44.60915019331176,-0.003700009069357954
37.81918746869714,11.384485366052715,0.2775124880645089
48.96473600478977,25.416329439732905,-0.11050474126878182
40.70466715116356,7.328621751601777,0.46313061010958256
48.10609359299527,29.90467491768535,0.13053857901592267
41.142335562108826,16.139678310783562,0.09412298702076528
19.820243875655073,30.964461854946606,0.03134563161226375
15.755503727907193,49.02329320611843,-0.19261117641587394
49.549865575240474,1.0147731976333119,0.08435323475196319
15.163477700424693,0.7185111776506992,0.3985356243255512
43.95311668881055,20.164988670613166,0.09945716751011016
29.25589732691755,5.971116549389238,-0.06218996086469677
28.89013242822284,43.93916695277464,-0.5180185266326973
33.694765384625256,9.121327129378354,0.15164911107236514
31.660757168807663,12.338326442580616,-0.17770591632990684
26.5657662620238,21.189811231310113,-0.5084757994320378
30.124040070186204,47.317747593352436,-0.4820378614961049
5.586344540617377,25.451806227869206,0.6373717647431177
46.096846387166465,17.658662929674822,-0.13912389028658623
22.69375150286612,39.951335234372394,-0.595477158959542
34.569653789224446,5.512534591525964,0.3991070915937077
